dataset/row	baseline output	candidate output	target	baseline AST	candidate AST	target AST	W/T/L transition
neureduce:1405	0x2 * v1 + 0x2 * v2 - 0x4 * (v1 & (v0 ^ v2)) - 0x4 * (v2 & v0) - ~ (v3 | v4)	0x1 + 0x2 * v1 + 0x2 * v2 - 0x4 * (v1 & (v0 ^ v2)) - 0x4 * (v2 & v0) + (v3 | v4)	0x2 * (~ v0 & (v1 ^ v2)) - 0x2 * (v0 & (v1 ^ v2)) + (v3 | v4) + 0x1	20	19	21	W→W
neureduce:1410	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:1431	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:1441	(-0x1) * ~ v1	0x1 + v1	v1 + 0x1	3	3	3	T→T
neureduce:1447	-0x7 * ((v1 ^ v2) & ~ v0) - ~ v3	v3 + 0x1 - 0x7 * ((v1 ^ v2) & ~ v0)	(-0x1) * 0x7 * (~ v0 & (v1 ^ v2)) + v3 + 0x1	11	10	12	W→W
neureduce:1456	-0x6 * ~ v0 - (v1 & ~ v0)	0x6 + 0x6 * v0 - v1 + (v0 & v1)	(v0 | ~ v1) - 0x6 * ~ v0 + 0x1	9	9	11	W→W
neureduce:1467	0x5 * ~ v0 - (v1 & ~ v0)	-0x5 - 0x5 * v0 - v1 + (v0 & v1)	(v0 | ~ v1) + 0x5 * ~ v0 + 0x1	9	9	10	W→W
neureduce:1487	-0x8 * (v1 ^ v2) - ~ (v0 & (v1 ^ v2))	0x1 - 0x8 * (v1 ^ v2) + (v0 & (v1 ^ v2))	(-0x1) * 0x8 * (~ v0 & (v1 ^ v2)) - 0x7 * (v0 & (v1 ^ v2)) + 0x1	12	11	19	W→W
neureduce:1489	(-0x1) * ~ (v0 ^ v1)	0x1 + (v0 ^ v1)	(-0x1) * ~ (v0 ^ v1)	5	5	5	T→T
neureduce:1507	0x2 * (v0 & v2 & v1) - ~ (v0 ^ v2) - (v2 & v1)	(-0x1) * (~ v0 ^ ~ v1 & v2)	(-0x1) * (~ v0 ^ ~ v1 & v2)	15	8	8	L→T
neureduce:1520	-0x2 * (v1 ^ v2) - v3 - ~ (v0 & (v1 ^ v2))	0x1 - 0x2 * (v1 ^ v2) - v3 + (v0 & (v1 ^ v2))	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) - (v0 & (v1 ^ v2)) - v3 + 0x1	14	13	19	W→W
neureduce:1533	v3 + 0x2 * ~ (v0 | v1)	v3 - 0x2 - 0x2 * (v0 | v1)	0x2 * (~ v0 & ~ v1) + v3	7	7	9	W→W
neureduce:1550	-0x3 * (v0 & (v1 ^ v2)) - 0x2 * (v1 ^ v2) - ~ (v3 & v4)	0x1 - 0x3 * (v0 & (v1 ^ v2)) - 0x2 * (v1 ^ v2) + (v3 & v4)	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) - 0x5 * (v0 & (v1 ^ v2)) + (v3 & v4) + 0x1	16	15	22	W→W
neureduce:1552	(-0x1) * ~ v0	0x1 + v0	v0 + 0x1	3	3	3	T→T
neureduce:1554	0x4 * ~ v1 + 0xa * (v0 & v1) - 0x5 * v0	0x5 * ~ (v0 ^ v1) - ~ v1	0x5 * ~ (v0 ^ v1) - ~ v1	10	9	10	T→W
neureduce:1555	(-0x1) * ~ (v0 & v1)	0x1 + (v0 & v1)	(-0x1) * ~ (v0 & v1)	5	5	5	T→T
neureduce:1562	0x6 + 0x7 * v0 - (v1 & ~ v0)	0x6 + 0x7 * v0 - v1 + (v0 & v1)	(v0 | ~ v1) - 0x7 * ~ v0	9	9	10	W→W
neureduce:1583	-0x3 * (v0 & (v1 ^ v2)) - ~ v3 + (v1 ^ v2)	v3 + 0x1 - 0x3 * (v0 & (v1 ^ v2)) + (v1 ^ v2)	(~ v0 & (v1 ^ v2)) - 0x2 * (v0 & (v1 ^ v2)) + v3 + 0x1	13	12	17	W→W
neureduce:1624	0x3 * ~ v0 + 0x4 * (v0 & v1) - 0x3 * v1	-0x3 - 0x3 * v0 - 0x3 * v1 + 0x4 * (v0 & v1)	-(v0 ^ v1) + 0x2 * ~ (v0 | v1) - 0x1	10	10	13	W→W
neureduce:1634	0x2 * (v0 & v1) - 0x3 * ~ v1 - v0	~ (v0 ^ v1) - 0x4 * ~ v1	~ (v0 ^ v1) - 0x4 * ~ v1	10	8	10	T→W
neureduce:1677	0x2 * ~ (v0 | v1) - (v3 | v4)	-0x2 - 0x2 * (v0 | v1) - (v3 | v4)	0x2 * (~ v0 & ~ v1) - (v3 | v4)	10	10	12	W→W
neureduce:1715	-0x2 * (v1 ^ v2) - ~ (v0 & (v1 ^ v2)) - (v3 | v4)	0x1 - 0x2 * (v1 ^ v2) - (v3 | v4) + (v0 & (v1 ^ v2))	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) - (v0 & (v1 ^ v2)) - (v3 | v4) + 0x1	16	15	21	W→W
neureduce:1722	-0x5 * ~ (v0 | v1) - (v3 | v4)	0x5 + 0x5 * (v0 | v1) - (v3 | v4)	(-0x1) * 0x5 * (~ v0 & ~ v1) - (v3 | v4)	10	10	13	W→W
neureduce:1742	v0 - (v1 & ~ v0)	v0 - v1 + (v0 & v1)	(v0 | ~ v1) - ~ v0	7	7	8	W→W
neureduce:1752	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:1759	(-0x1) * ~ v1	0x1 + v1	v1 + 0x1	3	3	3	T→T
neureduce:1760	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:1770	0x2 - 0x4 * v0 - 0x4 * v1 + 0x4 * (v0 & v1) - 0x4 * v2 + 0x4 * (v0 & v2) + 0x4 * (v1 & v2) - 0x4 * (v0 & v1 & v2) - v3 - v4 + (v3 & v4)	0x2 - 0x4 * (v2 | v0 | v1) - (v3 | v4)	(-0x1) * 0x4 * (v0 | v1 | v2) - (v3 | v4) + 0x2	32	11	13	L→W
neureduce:1771	0x2 * (v0 & v1) + 0x7 * v1 - 0x7 * ~ v0	0x7 + 0x7 * v0 + 0x7 * v1 + 0x2 * (v0 & v1)	(-0x1) * 0x7 * ~ (v0 | v1) + 0x9 * (v0 & v1)	10	10	13	W→W
neureduce:1777	-0x4 - 0x3 * v0 - (v1 & ~ v0)	-0x4 - 0x3 * v0 - v1 + (v0 & v1)	(v0 | ~ v1) + 0x3 * ~ v0	9	9	9	T→T
neureduce:1796	-~ (v3 & v4) + (v1 ^ v2)	0x1 + (v3 & v4) + (v1 ^ v2)	(~ v0 & (v1 ^ v2)) + (v0 & (v1 ^ v2)) + (v3 & v4) + 0x1	9	8	16	W→W
neureduce:1799	0x9 - 0xa * v0 - (v1 & ~ v0)	0x9 - 0xa * v0 - v1 + (v0 & v1)	(-0x1) * 0x9 * (v0 | ~ v1) - 0xa * (v0 | v1)	9	9	14	W→W
neureduce:1821	(-0x1) * ~ v0	0x1 + v0	v0 + 0x1	3	3	3	T→T
neureduce:1835	-0x2 * (v2 | v0 | v1) - ~ (v3 & v4)	0x1 - 0x2 * (v2 | v0 | v1) + (v3 & v4)	(-0x1) * 0x2 * (v0 | v1 | v2) + (v3 & v4) + 0x1	11	10	12	W→W
neureduce:1857	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:1872	0x2 * ~ (v1 ^ v2) + 0x3 * (v0 & (v1 ^ v2)) - (v3 | v4)	-0x2 + 0x3 * (v0 & (v1 ^ v2)) - 0x2 * (v1 ^ v2) - (v3 | v4)	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) + (v0 & (v1 ^ v2)) - (v3 | v4) - 0x2	16	16	21	W→W
neureduce:1882	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:1916	-0xa * (v0 & v1) - 0x5 * ~ v0	0x5 + 0x5 * v0 - 0xa * (v0 & v1)	(-0x1) * 0x5 * ~ (v0 & ~ v1) - 0x5 * (v0 & v1)	8	8	15	W→W
neureduce:1944	-0x4 * (v0 & (v1 ^ v2)) - ~ (v1 ^ v2)	0x1 - 0x4 * (v0 & (v1 ^ v2)) + (v1 ^ v2)	(~ v0 & (v1 ^ v2)) - 0x3 * (v0 & (v1 ^ v2)) + 0x1	12	11	16	W→W
neureduce:1969	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:1978	0x8 * (v0 & (v1 ^ v2)) - 0x2 * ~ (v1 ^ v2) - (v3 & v4)	0x2 + 0x2 * (v1 ^ v2) + 0x8 * (v0 & (v1 ^ v2)) - (v3 & v4)	0x2 * (~ v0 & (v1 ^ v2)) + 0xa * (v0 & (v1 ^ v2)) - (v3 & v4) + 0x2	16	16	21	W→W
neureduce:1998	-0x4 * (v1 ^ v2) - ~ (v3 & v4)	0x1 - 0x4 * (v1 ^ v2) + (v3 & v4)	(-0x1) * 0x4 * (~ v0 & (v1 ^ v2)) - 0x4 * (v0 & (v1 ^ v2)) + (v3 & v4) + 0x1	10	9	22	W→W
neureduce:2010	0xa * ~ v1 - 0xa * (v1 & v0)	-0xa - 0xa * v1 - 0xa * (v1 & v0)	(-0x1) * 0xa * v1 + 0xa * ~ (v0 & v1)	8	8	11	W→W
neureduce:2036	0x2 * v0 - 0xb * (v0 & v1) - 0x9 * ~ v1	0x9 + 0x2 * v0 + 0x9 * v1 - 0xb * (v0 & v1)	(-0x1) * 0x9 * (v0 | ~ v1) + 0x2 * (v0 & ~ v1)	10	10	14	W→W
neureduce:2056	0x5 * (v0 & v1) + 0x6 * ~ v0 - 0x6 * v1	-0x6 - 0x6 * v0 - 0x6 * v1 + 0x5 * (v0 & v1)	(v0 ^ v1) + 0x7 * ~ (v0 | v1) + 0x1	10	10	11	W→W
neureduce:2063	(-0x1) * ~ v1	0x1 + v1	(-0x1) * ~ v1	3	3	3	T→T
neureduce:2078	0x2 * ~ (v0 & (v1 ^ v2)) - (v3 & v4) - (v1 ^ v2)	-0x2 - 0x2 * (v0 & (v1 ^ v2)) - (v3 & v4) - (v1 ^ v2)	-(~ v0 & (v1 ^ v2)) - 0x3 * (v0 & (v1 ^ v2)) - (v3 & v4) - 0x2	16	16	22	W→W
neureduce:2088	v1 - ~ v0	0x1 + v0 + v1	v0 + v1 + 0x1	5	4	4	L→T
neureduce:2132	0x5 * v0 - 0xa * (v1 & v0) - 0x4 * ~ v1	~ v1 - 0x5 * ~ (v0 ^ v1)	(-0x1) * 0x5 * ~ (v0 ^ v1) + 0x1 * ~ v1	10	8	12	W→W
neureduce:2139	-0x6 * v1 - ~ v0	0x1 + v0 - 0x6 * v1	v0 - 0x6 * v1 + 0x1	6	5	7	W→W
neureduce:2140	0x3 * (v0 & (v1 ^ v2)) - ~ (v1 ^ v2)	0x1 + 0x3 * (v0 & (v1 ^ v2)) + (v1 ^ v2)	(~ v0 & (v1 ^ v2)) + 0x4 * (v0 & (v1 ^ v2)) + 0x1	12	11	15	W→W
neureduce:2152	-0x2 * (v1 ^ v2) - ~ (v3 | v4)	0x1 - 0x2 * (v1 ^ v2) + (v3 | v4)	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) - 0x2 * (v0 & (v1 ^ v2)) + (v3 | v4) + 0x1	10	9	22	W→W
neureduce:2217	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:2223	0x1 - (v0 & ~ v1)	0x1 - v0 + (v0 & v1)	-(v0 & ~ v1) + 0x1	7	7	7	T→T
neureduce:2278	(-0x1) * ~ v0	0x1 + v0	(-0x1) * ~ v0	3	3	3	T→T
neureduce:2286	v3 - 0x6 * (v1 ^ v2) - 0x2 * ~ (v0 & (v1 ^ v2))	v3 + 0x2 + 0x2 * (v0 & (v1 ^ v2)) - 0x6 * (v1 ^ v2)	(-0x1) * 0x6 * (~ v0 & (v1 ^ v2)) - 0x4 * (v0 & (v1 ^ v2)) + v3 + 0x2	13	13	20	W→W
neureduce:2326	-0x3 * ~ v0 + (v1 & ~ v0)	0x3 + 0x3 * v0 + (v1 & ~ v0)	-(v0 | ~ v1) - 0x3 * ~ v0 - 0x1	8	8	13	W→W
neureduce:2335	0x3 * (v1 & ~ v0) - 0x6 * ~ v0	0x6 + 0x3 * (v1 & ~ v0) + 0x6 * v0	(-0x1) * 0x3 * ~ (v0 | v1) - 0x3 * ~ v0	9	9	13	W→W
neureduce:2368	(-0x1) * ~ v0	0x1 + v0	v0 + 0x1	3	3	3	T→T
neureduce:2372	0x1 - (v0 & ~ v1)	0x1 - v0 + (v0 & v1)	-(v0 & ~ v1) + 0x1	7	7	7	T→T
neureduce:2387	0x6 * ~ v0 - (v1 & ~ v0)	-0x6 - 0x6 * v0 - v1 + (v0 & v1)	(v0 | ~ v1) + 0x6 * ~ v0 + 0x1	9	9	10	W→W
neureduce:2398	-0x2 * v0 - 0x2 * v1 - ~ (v0 & v1)	0x1 - 0x2 * v0 - 0x2 * v1 + (v0 & v1)	-(v0 & v1) - 0x2 * (v0 | v1) + 0x1	10	9	12	W→W
neureduce:2408	0xc * (v0 & v2 & v1) - 0x6 * ~ (v0 ^ v2) - 0x6 * (v2 & v1)	(-0x6) * (~ v0 ^ ~ v1 & v2)	(-0x1) * 0x6 * (~ v0 ^ ~ v1 & v2)	15	8	10	L→W
neureduce:2431	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:2436	-0x7 - 0x6 * v0 - (v1 & ~ v0)	-0x7 - 0x6 * v0 - v1 + (v0 & v1)	(v0 | ~ v1) + 0x6 * ~ v0	9	9	9	T→T
neureduce:2446	-0x4 * (v1 ^ v2) - 0x2 * ~ (v0 & (v1 ^ v2))	0x2 + 0x2 * (v0 & (v1 ^ v2)) - 0x4 * (v1 ^ v2)	(-0x1) * 0x4 * (~ v0 & (v1 ^ v2)) - 0x2 * (v0 & (v1 ^ v2)) + 0x2	12	12	19	W→W
neureduce:2585	0x4 * ((v1 ^ v2) & ~ v0) - ~ v3	v3 + 0x1 + 0x4 * ((v1 ^ v2) & ~ v0)	0x4 * (~ v0 & (v1 ^ v2)) + v3 + 0x1	11	10	11	T→W
neureduce:2603	(-0x1) * ~ v1	0x1 + v1	v1 + 0x1	3	3	3	T→T
neureduce:2611	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:2653	0x2 * ~ (v1 ^ v2) + 0x4 * (v0 & (v1 ^ v2))	-0x2 + 0x4 * (v0 & (v1 ^ v2)) - 0x2 * (v1 ^ v2)	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) + 0x2 * (v0 & (v1 ^ v2)) - 0x2	12	12	19	W→W
neureduce:2669	0xd * (v0 & (v1 ^ v2)) - 0xb * (v1 ^ v2) - ~ v3	v3 + 0x1 + 0xd * (v0 & (v1 ^ v2)) - 0xb * (v1 ^ v2)	(-0x1) * 0xb * (~ v0 & (v1 ^ v2)) + 0x2 * (v0 & (v1 ^ v2)) + v3 + 0x1	14	13	19	W→W
neureduce:2687	0x2 * ~ (v1 ^ v2) + 0x3 * (v0 & (v1 ^ v2)) + (v3 | v4)	-0x2 + 0x3 * (v0 & (v1 ^ v2)) - 0x2 * (v1 ^ v2) + (v3 | v4)	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) + (v0 & (v1 ^ v2)) + (v3 | v4) - 0x2	15	15	20	W→W
neureduce:2723	0x6 * (v1 ^ v2) - 0x9 * (v0 & (v1 ^ v2)) - ~ (v3 | v4)	0x1 + 0x6 * (v1 ^ v2) - 0x9 * (v0 & (v1 ^ v2)) + (v3 | v4)	0x6 * (~ v0 & (v1 ^ v2)) - 0x3 * (v0 & (v1 ^ v2)) + (v3 | v4) + 0x1	16	15	21	W→W
neureduce:2742	0x2 * ~ (v1 ^ v2) - 0x3 * (v0 & (v1 ^ v2))	-0x2 - 0x3 * (v0 & (v1 ^ v2)) - 0x2 * (v1 ^ v2)	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) - 0x5 * (v0 & (v1 ^ v2)) - 0x2	12	12	20	W→W
neureduce:2774	v3 - 0x11 * ~ (v0 | v1)	v3 + 0x11 + 0x11 * (v0 | v1)	(-0x1) * 0x11 * (~ v0 & ~ v1) + v3	7	7	10	W→W
neureduce:2824	0x2 * (v1 ^ v2) - 0x3 * (v0 & (v1 ^ v2)) - ~ (v3 | v4)	0x1 + 0x2 * (v1 ^ v2) - 0x3 * (v0 & (v1 ^ v2)) + (v3 | v4)	0x2 * (~ v0 & (v1 ^ v2)) - (v0 & (v1 ^ v2)) + (v3 | v4) + 0x1	16	15	19	W→W
neureduce:2835	0x2 + 0x3 * v0 - (v1 & ~ v0)	0x2 + 0x3 * v0 - v1 + (v0 & v1)	(v0 | ~ v1) - 0x3 * ~ v0	9	9	10	W→W
neureduce:2897	-0x4 * ~ v0 - (v1 & ~ v0)	0x4 + 0x4 * v0 - v1 + (v0 & v1)	(v0 | ~ v1) - 0x4 * ~ v0 + 0x1	9	9	11	W→W
neureduce:2907	0x2 * ~ v1 + 0x8 * (v0 & v1) - 0x4 * v0	0x4 * ~ (v0 ^ v1) - 0x2 * ~ v1	0x4 * ~ (v0 ^ v1) - 0x2 * ~ v1	10	9	12	W→W
neureduce:2908	-0xe * (v0 & (v1 ^ v2)) - 0x2 * ~ (v1 ^ v2) - (v3 & v4)	0x2 + 0x2 * (v1 ^ v2) - 0xe * (v0 & (v1 ^ v2)) - (v3 & v4)	0x2 * (~ v0 & (v1 ^ v2)) - 0xc * (v0 & (v1 ^ v2)) - (v3 & v4) + 0x2	16	16	22	W→W
neureduce:2909	0x2 * ~ v0 - 0x6 * (v1 & ~ v0)	-0x2 - 0x6 * (v1 & ~ v0) - 0x2 * v0	0x2 * ~ (v0 | v1) - 0x4 * ~ (v0 | ~ v1)	9	9	15	W→W
neureduce:2924	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:2938	0x3 * (v0 | v1) - ~ (v3 | v4)	0x1 + 0x3 * (v0 | v1) + (v3 | v4)	(-0x1) * 0x3 * (~ v0 & ~ v1) + (v3 | v4) - 0x2	10	9	14	W→W
neureduce:2955	-0x3 * ~ v0 - 0x2 * (v0 & v1)	0x3 + 0x3 * v0 - 0x2 * (v0 & v1)	(-0x1) * 0x3 * (~ v0 | v1) - ~ (v0 & v1) - 0x1	8	8	15	W→W
neureduce:2974	0x8 * v1 - 0x10 * (v1 & v0) - 0xa * ~ v0	-0x8 * ~ (v1 ^ v0) - 0x2 * ~ v0	(-0x1) * 0x8 * ~ (v0 ^ v1) - 0x2 * ~ v0	10	9	13	W→W
neureduce:2980	0x3 * ~ (v0 | v1) - (v3 | v4)	-0x3 - 0x3 * (v0 | v1) - (v3 | v4)	0x3 * (~ v0 & ~ v1) - (v3 | v4)	10	10	12	W→W
neureduce:2995	(-0x1) * ~ v1	0x1 + v1	v1 + 0x1	3	3	3	T→T
neureduce:2996	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:3013	0x4 * (v2 | v0 | v1) - ~ v3	v3 + 0x1 + 0x4 * (v2 | v0 | v1)	0x4 * (v0 | v1 | v2) + v3 + 0x1	9	8	9	T→W
neureduce:3027	-0x9 - 0x8 * v0 - (v1 & ~ v0)	-0x9 - 0x8 * v0 - v1 + (v0 & v1)	(v0 | ~ v1) + 0x8 * ~ v0	9	9	9	T→T
neureduce:3029	-~ v3 + (v0 | v1)	v3 + 0x1 + (v0 | v1)	-(~ v0 & ~ v1) + v3	7	6	8	W→W
neureduce:3068	0x2 * ~ v1 + 0xa * (v0 & v1) - 0x5 * v0	0x5 * ~ (v0 ^ v1) - 0x3 * ~ v1	0x5 * ~ (v0 ^ v1) - 0x3 * ~ v1	10	9	12	W→W
neureduce:3088	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:3136	(-0x1) * ~ (v0 & v1)	0x1 + (v0 & v1)	(-0x1) * ~ (v0 & v1)	5	5	5	T→T
neureduce:3149	0x6 * ~ (v0 | v1) - v3	-0x6 - 0x6 * (v0 | v1) - v3	0x6 * (~ v0 & ~ v1) - v3	8	8	10	W→W
neureduce:3183	0x2 * ~ v0 + 0x3 * (v0 & v1) - 0x2 * v1	-0x2 - 0x2 * v0 - 0x2 * v1 + 0x3 * (v0 & v1)	-(v0 ^ v1) + ~ (v0 | v1) - 0x1	10	10	11	W→W
neureduce:3187	(-0x1) * ~ v0	0x1 + v0	-(~ v0 | v1) - ~ (v0 & v1) - 0x1	3	3	13	W→W
neureduce:3195	-0x8 * (v0 & ~ v1) - ~ v1	v1 + 0x1 - 0x8 * (v0 & ~ v1)	(-0x1) * 0x9 * (v0 & ~ v1) - ~ (v0 | v1)	9	8	13	W→W
neureduce:3197	0x4 * ((v1 ^ v2) & ~ v0) - ~ (v3 | v4)	0x1 + 0x4 * ((v1 ^ v2) & ~ v0) + (v3 | v4)	0x4 * (~ v0 & (v1 ^ v2)) + (v3 | v4) + 0x1	13	12	13	T→W
neureduce:3216	0x2 * (v0 & v1) + 0x6 * ~ v1 - v0	~ (v0 ^ v1) + 0x5 * ~ v1	~ (v0 ^ v1) + 0x5 * ~ v1	10	8	9	L→W
neureduce:3217	0x2 * ~ (v1 ^ v2) - 0x3 * (v0 & (v1 ^ v2)) - (v3 | v4)	-0x2 - 0x3 * (v0 & (v1 ^ v2)) - 0x2 * (v1 ^ v2) - (v3 | v4)	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) - 0x5 * (v0 & (v1 ^ v2)) - (v3 | v4) - 0x2	16	16	24	W→W
neureduce:3227	(-0x1) * ~ (v1 ^ v2)	0x1 + (v1 ^ v2)	(~ v0 & (v1 ^ v2)) + (v0 & (v1 ^ v2)) + 0x1	5	5	13	W→W
neureduce:3230	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:3232	-0x4 * ~ v0 + (v1 & ~ v0)	0x4 + 0x4 * v0 + (v1 & ~ v0)	-(v0 | ~ v1) - 0x4 * ~ v0 - 0x1	8	8	13	W→W
neureduce:3245	0x2 * (v0 & (v1 ^ v2)) - ~ (v3 & v4) - (v1 ^ v2)	0x1 + 0x2 * (v0 & (v1 ^ v2)) - (v1 ^ v2) + (v3 & v4)	-(~ v0 & (v1 ^ v2)) + (v0 & (v1 ^ v2)) + (v3 & v4) + 0x1	16	15	17	W→W
neureduce:3253	0x4 * ~ (v0 | v1) - v3	-0x4 - 0x4 * (v0 | v1) - v3	0x4 * (~ v0 & ~ v1) - v3	8	8	10	W→W
neureduce:3266	0x6 * ~ v1 + 0xa * (v0 & v1) - 0x4 * v0	-0x6 - 0x4 * v0 - 0x6 * v1 + 0xa * (v0 & v1)	0x6 * ~ (v0 ^ v1) + 0x2 * (v0 & ~ v1)	10	10	13	W→W
neureduce:3271	0x4 * ~ (v2 ^ v0) + 0x4 * (v1 & v2) - 0x8 * (v1 & v2 & v0)	0x4 * (~ v0 ^ ~ v1 & v2)	0x4 * (~ v0 ^ ~ v1 & v2)	15	8	9	L→W
neureduce:3283	0x8 * (v0 & v2 & v1) - 0x4 * ~ (v0 ^ v2) - 0x4 * (v2 & v1)	(-0x4) * (~ v0 ^ ~ v1 & v2)	(-0x1) * 0x4 * (~ v0 ^ ~ v1 & v2)	15	8	10	L→W
neureduce:3287	0x3 * ~ v1 + 0x4 * (v0 & v1) - 0x2 * v0	~ v1 + 0x2 * ~ (v0 ^ v1)	0x2 * ~ (v0 ^ v1) + ~ v1	10	8	9	L→W
neureduce:3299	0x4 * (v0 & v1) + 0x6 * ~ v1 - 0x2 * v0	0x2 * ~ (v0 ^ v1) + 0x4 * ~ v1	0x2 * ~ (v0 ^ v1) + 0x4 * ~ v1	10	9	11	W→W
neureduce:3310	0x9 * (v0 & (v1 ^ v2)) - 0x6 * (v1 ^ v2) - ~ v3	v3 + 0x1 + 0x9 * (v0 & (v1 ^ v2)) - 0x6 * (v1 ^ v2)	(-0x1) * 0x6 * (~ v0 & (v1 ^ v2)) + 0x3 * (v0 & (v1 ^ v2)) + v3 + 0x1	14	13	19	W→W
neureduce:3331	0x2 - (v2 & ~ v0) - (v3 | v4)	0x2 - v2 - (v3 | v4) + (v2 & v0)	-(~ v0 & v2) - (v3 | v4) + 0x2	11	11	11	T→T
neureduce:3342	0xb * (v0 & (v1 ^ v2)) - v3 - ~ (v1 ^ v2)	0x1 + 0xb * (v0 & (v1 ^ v2)) - v3 + (v1 ^ v2)	(~ v0 & (v1 ^ v2)) + 0xc * (v0 & (v1 ^ v2)) - v3 + 0x1	14	13	17	W→W
neureduce:3346	0xc * (v1 & ~ v0) - 0x6 * ~ v0	0x6 + 0x6 * v0 + 0xc * (v1 & ~ v0)	(-0x1) * 0x6 * ~ (v0 | v1) + 0x6 * ~ (v0 | ~ v1)	9	9	15	W→W
neureduce:3353	-0x2 * ~ (v0 & (v1 ^ v2)) - (v3 & v4) - (v1 ^ v2)	0x2 + 0x2 * (v0 & (v1 ^ v2)) - (v3 & v4) - (v1 ^ v2)	-(~ v0 & (v1 ^ v2)) + (v0 & (v1 ^ v2)) - (v3 & v4) + 0x2	16	16	18	W→W
neureduce:3356	(-0x1) * ~ v0	0x1 + v0	v0 + 0x1	3	3	3	T→T
neureduce:3371	(-0x1) * ~ v1	0x1 + v1	v1 + 0x1	3	3	3	T→T
neureduce:3395	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:3404	-0x2 * (v0 & (v1 ^ v2)) - ~ (v1 ^ v2)	0x1 - 0x2 * (v0 & (v1 ^ v2)) + (v1 ^ v2)	(~ v0 & (v1 ^ v2)) - (v0 & (v1 ^ v2)) + 0x1	12	11	14	W→W
neureduce:3416	-~ v3 - (v0 & (v1 ^ v2)) - (v1 ^ v2)	v3 + 0x1 - (v0 & (v1 ^ v2)) - (v1 ^ v2)	-(~ v0 & (v1 ^ v2)) - 0x2 * (v0 & (v1 ^ v2)) + v3 + 0x1	14	13	18	W→W
neureduce:3417	(-0x1) * ~ v1	0x1 + v1	(-0x1) * ~ v1	3	3	3	T→T
neureduce:3434	(-0x1) * ~ v0	0x1 + v0	v0 + 0x1	3	3	3	T→T
neureduce:3439	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:3454	-~ v3 - (v2 | v0 | v1)	v3 + 0x1 - (v2 | v0 | v1)	-(v0 | v1 | v2) + v3 + 0x1	9	8	8	L→T
neureduce:3457	0x2 * (v0 | v1) - ~ (v3 & v4)	0x1 + 0x2 * (v0 | v1) + (v3 & v4)	(-0x1) * 0x2 * (~ v0 & ~ v1) + (v3 & v4) - 0x1	10	9	14	W→W
neureduce:3467	0x3 + 0x4 * v0 - (v1 & ~ v0)	0x3 + 0x4 * v0 - v1 + (v0 & v1)	(v0 | ~ v1) - 0x4 * ~ v0	9	9	10	W→W
